boiler units,chemX,chemY,Size
D,7.19793676834352e-13,4.482733144,A
D,1.0007396451461696e-9,4.394870622160235,A
D,0.056684291664157345,4.572945127879334,A
D,5.918992616261793e-7,4.526266524269077,A
D,0.002887358,4.5543657859153495,B
D,2.831674552594138e-6,4.604106029830068,B
D,0.027337933941478734,4.519750615370222,B
D,0.021091143521161478,4.337042171268201,B
D,2.383088313414533e-12,4.512104023238114,B
D,9.198712642631665e-5,4.336257804784816,B
D,0.00142708,4.446895689399846,B
D,2.240963069425684e-5,4.595367979197182,B
D,6.396613225525798e-7,4.327934933792282,B
E,1.6087883834443784,2.1744244339013927,A
E,0.6177555937780306,1.6739320523931775,A
E,0.7570362369764734,1.8891621121662314,A
E,0.5860719092625265,2.783341767274194,A
E,0.30864754424509655,2.419206068560454,A
E,0.015143547851691764,3.006085647191001,A
E,0.39592366626330483,1.3067584557019178,A
E,0.9771477526999677,1.4913777544438864,A
E,0.5695362617057059,1.5715207956978432,A
E,0.041304179,2.0092552548103613,A
E,0.14641789506428002,1.3987390651662588,B
E,0.12498375941374275,1.5260922045100935,B
E,0.043048213948526835,1.4178132718998993,B
E,0.059330737,2.5230165860980387,B
E,0.41620198152399385,2.4841513117248333,B
E,0.46408865383412823,2.7415028597864386,B
E,1.0632172488714007,3.9630964566572713,B
E,0.4016293881559773,1.973820054190364,B
E,0.3672588521321422,2.579510336275754,B
E,0.14413243752495006,4.386490163212807,B
F,0.005804543,7.492420321720383,A
F,0.3040248711521557,7.051687891751281,A
F,0.007814457,6.419289944817245,A
F,0.12699638674360234,6.717389389978389,A
F,0.029188282080762903,5.917915370406911,A
F,0.38693929272900396,5.999339110665265,A
F,0.00303544,6.816508989,A
F,0.067539351,7.323500492568561,A
F,0.12119704748550347,7.128299377150161,A
F,0.009194965,6.826993306088803,A
F,0.1320970213904184,5.826544438942758,B
F,0.1841822760521669,7.5614264971536675,B
F,0.018189994312564742,7.421735170871183,B
F,8.780006297599096e-4,8.231638436,B
F,0.052604677,5.800666653674977,B
F,0.18120940396990268,6.899223281782594,B
F,0.017868592231799454,8.325225322068148,B
F,0.081447712,7.181489528896632,B
F,0.11954169363337679,8.068977210776826,B
F,0.010401033371349285,7.501954638848259,B
